,book_id,page_count,price_online,price_offline
857,10733551,416.0,239.0,239
858,10731116,704.0,849.0,849
859,10729882,640.0,689.0,689
860,10729015,384.0,289.0,289
861,10727670,576.0,409.0,409
862,10728071,896.0,2213.0,2459
863,10728073,1120.0,2404.0,2829
864,10726473,384.0,229.0,229
865,10726163,592.0,299.0,299
866,10725691,416.0,578.0,609
867,10722973,288.0,249.0,249
868,10724196,288.0,539.0,539
869,10719407,384.0,279.0,279
870,10719408,320.0,249.0,249
871,10718141,352.0,269.0,269
872,10713681,224.0,419.0,419
873,10713672,224.0,409.0,409
874,10713677,480.0,389.0,389
875,10705419,480.0,854.0,899
876,10704299,416.0,2702.0,3179
877,10708046,416.0,239.0,239
878,10708128,448.0,597.0,629
879,10707722,640.0,299.0,299
880,10704187,384.0,229.0,229
881,10703117,320.0,329.0,329
882,10661461,352.0,319.0,319
883,10661520,400.0,259.0,259
884,10660919,320.0,249.0,249
885,10656721,112.0,1253.0,1319
886,10656790,128.0,721.0,759
887,10654763,416.0,299.0,299
888,10654776,640.0,279.0,279
889,10652734,1088.0,1158.0,1219
890,10652350,480.0,469.0,469
891,10650484,800.0,578.0,609
892,10650293,544.0,759.0,759
893,10649802,448.0,379.0,379
894,10646928,384.0,319.0,319
895,10647830,288.0,459.0,459
896,10646589,320.0,469.0,469
897,10646515,736.0,958.0,1009
898,10644323,480.0,509.0,519
899,10640772,288.0,199.0,199
900,10638699,640.0,559.0,559
901,10640492,287.0,531.0,559
902,10638837,544.0,289.0,289
903,10637032,640.0,609.0,609
904,10635679,384.0,309.0,309
905,10636308,272.0,339.0,339
906,10634086,416.0,499.0,499
907,10634084,448.0,489.0,489
908,10634085,448.0,499.0,499
909,10633920,448.0,499.0,499
910,10633839,471.0,479.0,479
911,10631586,448.0,1281.0,1349
912,10631367,384.0,319.0,319
913,10630858,352.0,169.0,169
914,10630444,120.0,489.0,489
915,10628658,512.0,289.0,289
916,10628654,672.0,597.0,629
917,10627483,352.0,259.0,259
918,10623327,544.0,539.0,539
919,10623565,448.0,659.0,659
920,10623332,768.0,329.0,329
921,10622366,320.0,339.0,339
922,10620965,800.0,709.0,709
923,10621443,768.0,329.0,329
924,10619234,448.0,459.0,459
925,10618469,576.0,509.0,509
926,10617236,480.0,539.0,539
927,10616241,192.0,369.0,369
928,10610895,688.0,2249.0,2499
929,10614721,320.0,689.0,689
930,10614708,416.0,499.0,499
931,10613603,512.0,339.0,339
932,10613080,400.0,239.0,239
933,10612722,592.0,609.0,609
934,10611833,848.0,809.0,809
935,10611844,400.0,309.0,309
936,10611196,448.0,1925.0,2139
937,10607742,480.0,692.0,729
938,10607525,400.0,239.0,239
939,10605691,254.0,289.0,289
940,10605049,448.0,409.0,409
941,10605052,256.0,229.0,229
942,10604961,543.0,531.0,559
943,10603001,414.0,249.0,249
944,10598326,992.0,1291.0,1359
945,10598648,352.0,239.0,239
946,10596632,704.0,597.0,629
947,10591171,256.0,299.0,299
948,10589480,320.0,219.0,219
949,10585023,608.0,289.0,289
950,10579730,128.0,1120.0,1179
951,10582230,880.0,2302.0,2709
952,10580763,736.0,279.0,279
953,10579419,320.0,219.0,219
954,10578338,320.0,339.0,339
955,10578340,320.0,329.0,329
956,10577920,320.0,239.0,239
957,10576602,224.0,319.0,319
958,10577369,415.0,249.0,249
959,10574099,480.0,389.0,389
960,10573922,287.0,339.0,339
961,10572635,320.0,531.0,559
962,10571781,576.0,339.0,339
963,10570943,1024.0,379.0,379
964,10570233,1504.0,1619.0,1799
965,10568742,784.0,920.0,969
966,10568253,576.0,299.0,299
967,10565041,416.0,1871.0,2079
968,10562086,448.0,1880.0,2089
969,10563101,957.0,1006.0,1059
970,10560078,416.0,892.0,939
971,10558061,960.0,379.0,379
972,10558036,896.0,1009.0,1009
973,10557282,832.0,939.0,989
974,10553749,288.0,299.0,299
975,10554257,640.0,299.0,299
976,10553740,192.0,229.0,229
977,10554526,351.0,219.0,219
978,10554323,480.0,229.0,229
979,10553089,384.0,229.0,229
980,10552781,544.0,289.0,289
981,10552778,384.0,269.0,269
982,10551649,352.0,239.0,239
983,10550819,480.0,279.0,279
984,10550834,448.0,239.0,239
985,10548838,768.0,968.0,1019
986,10547413,541.0,299.0,299
987,10540970,320.0,309.0,309
988,10540972,288.0,299.0,299
989,10532040,368.0,1167.0,1229
990,10539820,445.0,259.0,259
991,10540354,416.0,289.0,289
992,10536344,512.0,626.0,659
993,10535942,703.0,1063.0,1119
994,10533099,734.0,299.0,299
995,10532314,510.0,289.0,289
996,10530291,448.0,249.0,249
997,10521801,384.0,1511.0,1679
998,10528856,320.0,289.0,289
999,10528851,320.0,259.0,259
1000,10528846,256.0,289.0,289
1001,10528843,447.0,299.0,299
1002,10528307,512.0,259.0,259
1003,10525967,416.0,259.0,259
1004,10522376,352.0,229.0,229
1005,10522402,576.0,269.0,269
1006,10511479,608.0,659.0,659
1007,10512212,416.0,229.0,229
1008,10510118,352.0,209.0,209
1009,10508337,288.0,249.0,249
1010,10504277,448.0,1988.0,2209
1011,10504350,544.0,289.0,289
1012,10503234,448.0,239.0,239
1013,10503242,416.0,259.0,259
1014,10498129,848.0,1053.0,1109
1015,10497968,351.0,289.0,289
1016,10494052,784.0,778.0,819
1017,10486262,1276.0,1934.0,2149
1018,10482559,384.0,199.0,199
1019,10481569,576.0,469.0,469
1020,10480342,416.0,1898.0,2109
1021,10475830,381.0,269.0,269
1022,10475671,352.0,229.0,229
1023,10470434,384.0,531.0,559
1024,10471034,1152.0,1424.0,1499
1025,10470513,1150.0,1907.0,2119
1026,10466554,445.0,229.0,229
1027,10465300,640.0,959.0,959
1028,10464204,224.0,199.0,199
1029,10463988,1216.0,1158.0,1219
1030,10461418,416.0,339.0,339
1031,10461131,352.0,349.0,349
1032,10461140,352.0,339.0,339
1033,10428906,287.0,499.0,499
1034,10457921,320.0,1358.0,1509
1035,10457922,320.0,1592.0,1769
1036,10455895,384.0,319.0,319
1037,10455605,987.0,1403.0,1559
1038,10450984,640.0,1484.0,1649
1039,10447076,349.0,209.0,209
1040,10447077,511.0,309.0,309
1041,10440187,1568.0,2186.0,2429
1042,10437102,1422.0,1520.0,1689
1043,10433945,352.0,229.0,229
1044,10432452,288.0,531.0,559
1045,10432330,412.0,229.0,229
1046,10428200,319.0,531.0,559
1047,10428201,288.0,502.0,529
1048,10422183,512.0,939.0,989
1049,10418866,575.0,259.0,259
1050,10417688,416.0,229.0,229
1051,10410113,224.0,219.0,219
1052,10408179,284.0,259.0,259
1053,10401361,384.0,249.0,249
1054,10405217,349.0,219.0,219
1055,10402873,159.0,299.0,299
1056,10398331,574.0,299.0,299
1057,10398347,639.0,673.0,709
1058,10395831,574.0,319.0,319
1059,10389580,223.0,289.0,289
1060,10385110,1183.0,1745.0,1939
1061,10382775,960.0,429.0,429
1062,10381400,255.0,219.0,219
1063,10380003,222.0,249.0,249
1064,10374112,383.0,239.0,239
1065,10371222,509.0,550.0,579
1066,10369914,672.0,779.0,779
1067,10358179,287.0,239.0,239
1068,10354889,352.0,279.0,279
1069,10345243,479.0,550.0,579
1070,10347102,383.0,259.0,259
1071,10331766,223.0,289.0,289
1072,10323810,416.0,269.0,269
1073,10317453,350.0,502.0,529
1074,10314238,414.0,369.0,369
1075,10313498,352.0,239.0,259
1076,10312079,192.0,502.0,529
1077,10312080,192.0,429.0,429
1078,10311366,510.0,279.0,279
1079,10305086,960.0,399.0,399
1080,10300622,1376.0,1424.0,1499
1081,10300621,672.0,369.0,369
1082,10300020,480.0,483.0,509
1083,10297585,382.0,239.0,239
1084,10296071,653.0,289.0,289
1085,10293187,864.0,1053.0,1109
1086,10292262,544.0,597.0,629
1087,10285216,416.0,229.0,229
1088,10282613,384.0,209.0,209
1089,10275457,223.0,269.0,269
1090,10275458,605.0,289.0,289
1091,10270315,382.0,239.0,239
1092,10267552,222.0,502.0,529
1093,10265426,349.0,239.0,239
1094,10262137,478.0,239.0,239
1095,10256792,156.0,502.0,529
1096,10256791,223.0,483.0,509
1097,10027233,383.0,209.0,209
1098,10250637,288.0,209.0,209
1099,10250294,589.0,239.0,239
1100,10250292,159.0,502.0,529
1101,10044796,640.0,521.0,549
1102,10237975,510.0,279.0,279
1103,10237827,320.0,409.0,409
1104,10237829,864.0,359.0,359
1105,10234593,480.0,289.0,289
1106,10229118,286.0,219.0,219
1107,10229124,368.0,209.0,209
1108,10223242,640.0,550.0,579
1109,10215232,478.0,269.0,269
1110,10214499,480.0,239.0,239
1111,10210762,700.0,329.0,329
1112,10205433,224.0,199.0,199
1113,10197332,928.0,459.0,459
1114,10186017,544.0,550.0,579
1115,10186923,960.0,319.0,319
1116,10181533,415.0,239.0,239
1117,10176089,303.0,1502.0,1669
1118,10957165,672.0,659.0,659
1119,10956405,608.0,,529
1120,10955222,416.0,,729
1121,10954981,384.0,,309
1122,10949069,416.0,,489
1123,10949561,896.0,,459
1124,10949100,608.0,,649
1125,10949024,304.0,,489
1126,10949111,448.0,,759
1127,10925685,528.0,,869
1128,10949102,576.0,,759
1129,10948348,864.0,,1219
1130,10943934,320.0,,249
1131,10942623,384.0,,199
1132,10936779,256.0,,1019
1133,10942281,1184.0,2189.0,2189
1134,10941859,544.0,,319
1135,10939603,384.0,,269
1136,10938124,384.0,,629
1137,10938121,560.0,,789
1138,10938657,384.0,,169
1139,10938303,480.0,,229
1140,10938304,224.0,,169
1141,10937579,352.0,,189
1142,10937392,384.0,,489
1143,10928042,384.0,,159
1144,10936372,144.0,,489
1145,10934272,112.0,,149
1146,10934080,576.0,,749
1147,10933452,320.0,,209
1148,10932878,384.0,,979
1149,10932883,352.0,,979
1150,10768509,429.0,,1849
1151,10932273,608.0,,509
1152,10928977,384.0,,329
1153,10929100,1216.0,,1379
1154,10928014,800.0,,989
1155,10925617,352.0,,559
1156,10925333,480.0,,289
1157,10922999,512.0,,409
1158,10922998,512.0,,339
1159,10922025,448.0,,409
1160,10919561,80.0,,1469
1161,10921071,512.0,,279
1162,10921574,512.0,,259
1163,10920859,416.0,,1789
1164,10920773,736.0,,1109
1165,10917775,352.0,,399
1166,10919754,320.0,,489
1167,10920073,608.0,,1649
1168,10915167,416.0,,239
1169,10918807,352.0,,319
1170,10920165,384.0,,229
1171,10919733,416.0,,229
1172,10918975,512.0,,209
1173,10918974,400.0,,199
1174,10918881,416.0,,489
1175,10918203,640.0,,1049
1176,10918491,608.0,,369
1177,10878259,160.0,,1729
1178,10916220,928.0,,769
1179,10916223,432.0,,509
1180,10916080,480.0,,379
1181,10915985,368.0,,239
1182,10915076,480.0,,609
1183,10915083,480.0,,799
1184,10915075,768.0,,559
1185,10914176,416.0,,329
1186,10912985,384.0,,459
1187,10912951,352.0,,559
1188,10910675,224.0,,259
1189,10910078,640.0,,489
1190,10909573,512.0,,579
1191,10908601,224.0,,549
1192,10908602,272.0,,959
1193,10907344,390.0,,1159
1194,10813534,208.0,2989.0,2989
1195,10909078,288.0,,379
1196,10909060,608.0,,749
1197,10909048,256.0,,239
1198,10909070,704.0,,379
1199,10894138,416.0,,319
1200,10908609,928.0,,1029
1201,10907934,800.0,,369
1202,10906760,320.0,,339
1203,10905944,352.0,,199
1204,10905473,416.0,,409
1205,10904311,320.0,,559
1206,10902952,320.0,,749
1207,10903198,192.0,,269
1208,10901968,352.0,,629
1209,10901922,416.0,,269
1210,10901883,224.0,,549
1211,10900464,704.0,,409
1212,10897758,80.0,,1309
1213,10897608,288.0,,339
1214,10897622,640.0,,659
1215,10897580,416.0,,389
1216,10897456,432.0,,819
1217,10897850,480.0,,439
1218,10892718,384.0,,1209
1219,10896194,640.0,,679
1220,10892721,816.0,,1909
1221,10894674,480.0,,289
1222,10894160,608.0,,609
1223,10892506,288.0,,739
1224,10893790,416.0,,419
1225,10893603,256.0,,339
1226,10893604,736.0,,369
1227,10891802,414.0,,1229
1228,10893461,640.0,,529
1229,10892951,320.0,,409
1230,10891952,560.0,,979
1231,10892031,416.0,,389
1232,10889611,544.0,,759
1233,10871838,576.0,,539
1234,10753247,800.0,,369
1235,10888450,640.0,,879
1236,10888061,640.0,,609
1237,10888466,672.0,,409
1238,10887469,416.0,,249
1239,10885529,384.0,,459
1240,10886371,400.0,,369
1241,10886917,640.0,,819
1242,10887085,416.0,,819
1243,10886448,304.0,,359
1244,10881843,704.0,,1009
1245,10881680,768.0,,2019
1246,10880998,608.0,,1499
1247,10880550,672.0,,819
1248,10879350,144.0,,739
1249,10879843,256.0,,229
1250,10874615,288.0,,1239
1251,10878278,320.0,,279
1252,10878784,608.0,,749
1253,10878007,192.0,,229
1254,10876689,288.0,,249
1255,10876637,416.0,,239
1256,10821622,128.0,,299
1257,10874554,988.0,2289.0,2289
1258,10874188,384.0,,459
1259,10860774,768.0,,949
1260,10864317,200.0,,489
1261,10864000,416.0,,819
1262,10864276,1312.0,,1169
1263,10863651,384.0,,719
1264,10862412,528.0,,579
1265,10862034,288.0,,339
1266,10862559,416.0,,379
1267,10863371,416.0,,329
1268,10861717,480.0,,279
1269,10860403,160.0,,349
1270,10860059,128.0,,1319
1271,10859551,272.0,,359
1272,10859799,224.0,,209
1273,10856430,800.0,,679
1274,10859214,32.0,,79
1275,10858659,256.0,,369
1276,10858639,288.0,,319
1277,10857217,448.0,,279
1278,10858309,416.0,,579
1279,10857222,256.0,,219
1280,10857013,672.0,2939.0,2939
1281,10852260,320.0,,249
1282,10852239,224.0,,199
1283,10852227,432.0,,259
1284,10850989,384.0,,329
1285,10851558,176.0,,1319
1286,10851553,1161.0,2069.0,2069
1287,10851557,112.0,,1319
1288,10849312,352.0,,249
1289,10849311,576.0,,389
1290,10849293,416.0,,249
1291,10849038,640.0,,919
1292,10847336,320.0,,299
1293,10847883,448.0,,649
1294,10846239,608.0,,1209
1295,10846233,1152.0,3159.0,3159
1296,10845639,352.0,,249
1297,10845251,480.0,,309
1298,10845276,384.0,,239
1299,10844932,320.0,,1799
1300,10844251,448.0,,369
1301,10844209,320.0,,259
1302,10844279,544.0,,259
1303,10844671,928.0,,1169
1304,10842091,224.0,,219
1305,10836987,544.0,,459
1306,10842093,144.0,,389
1307,10843358,704.0,,1289
1308,10843091,448.0,,249
1309,10842288,480.0,,269
1310,10841055,352.0,,349
1311,10841494,608.0,,929
1312,10840229,288.0,,799
1313,10840555,320.0,,239
1314,10840166,352.0,,1279
1315,10840186,400.0,,909
1316,10839363,1225.0,2019.0,2019
1317,10839371,128.0,,1069
1318,10838941,480.0,,709
1319,10837632,384.0,,659
1320,10836223,224.0,,289
1321,10836429,544.0,,409
1322,10836201,624.0,,439
1323,10835758,480.0,,839
1324,10834272,976.0,,1649
1325,10832374,224.0,,239
1326,10831845,512.0,,309
1327,10832035,896.0,,1109
1328,10822304,320.0,,259
1329,10831052,672.0,,629
1330,10830834,536.0,,929
1331,10829369,224.0,,219
1332,10828285,736.0,,1869
1333,10827245,336.0,,349
1334,10827397,480.0,,349
1335,10827058,384.0,,579
1336,10827421,384.0,,399
1337,10827455,224.0,,269
1338,10826038,320.0,,469
1339,10823581,512.0,,319
1340,10823593,544.0,,289
1341,10822306,224.0,,249
1342,10822445,112.0,,799
1343,10813557,208.0,2269.0,2269
1344,10820706,304.0,,1069
1345,10820784,320.0,,249
1346,10820832,512.0,,779
1347,10631359,752.0,,1829
1348,10818582,320.0,,189
1349,10817585,320.0,,429
1350,10813553,208.0,2769.0,2769
1351,10817837,416.0,,429
1352,10817249,512.0,,529
1353,10814528,320.0,,249
1354,10814540,352.0,,1099
1355,10812022,416.0,,409
1356,10809936,152.0,,289
1357,10777204,16.0,,99
1358,10810557,448.0,,299
1359,10808859,192.0,,229
1360,10799578,232.0,,569
1361,10799767,448.0,,779
1362,10798244,224.0,,869
1363,10798033,152.0,,749
1364,10798542,800.0,,809
1365,10797039,144.0,,189
1366,10796485,512.0,,609
1367,10796416,320.0,,409
1368,10796415,416.0,,579
1369,10792686,448.0,,379
1370,10792951,544.0,,579
1371,10793846,478.0,,609
1372,10784044,320.0,,189
1373,10790984,544.0,,579
1374,10791060,480.0,,289
1375,10786171,336.0,,919
1376,10788189,576.0,,319
1377,10787403,352.0,,489
1378,10783278,544.0,,709
1379,10741155,240.0,,1219
1380,10778220,96.0,,1139
1381,10780089,448.0,,219
1382,10778789,224.0,,289
1383,10777480,896.0,,629
1384,10771899,544.0,,469
1385,10771369,416.0,,729
1386,10769363,416.0,,269
1387,10767174,278.0,,909
1388,10767173,336.0,,1219
1389,10767751,640.0,,989
1390,10650763,384.0,,519
1391,10764066,384.0,,259
1392,10761698,320.0,,559
1393,10761737,480.0,,269
1394,10761100,480.0,,269
1395,10745510,384.0,,779
1396,10758812,352.0,,259
1397,10758540,416.0,,409
1398,10755878,272.0,,1019
1399,10755877,608.0,,1599
1400,10755882,240.0,,979
1401,10753373,216.0,,789
1402,10751043,416.0,,369
1403,10747761,334.0,3159.0,3159
1404,10749019,256.0,,409
1405,10749264,320.0,,459
1406,10749175,448.0,,249
1407,10747806,144.0,,1179
1408,10746222,320.0,,1469
1409,10746147,640.0,,709
1410,10746122,640.0,,209
1411,10745780,352.0,,239
1412,10744498,352.0,,279
1413,10743450,416.0,,379
1414,10743666,320.0,,259
1415,10740727,464.0,,1129
1416,10740293,1128.0,,1669
1417,10734700,416.0,,199
1418,10738642,608.0,,319
1419,10733887,416.0,,279
1420,10732373,800.0,,939
1421,10731118,288.0,,419
1422,10729410,544.0,,789
1423,10729581,352.0,,249
1424,10729698,544.0,,489
1425,10724840,448.0,,319
1426,10727057,640.0,,909
1427,10726472,256.0,,299
1428,10725573,352.0,,459
1429,10721273,640.0,,739
1430,10714839,256.0,,289
1431,10715382,288.0,,269
1432,10712027,960.0,,419
1433,10704277,416.0,3699.0,3699
1434,10704297,352.0,3559.0,3559
1435,10708044,480.0,,369
1436,10707703,320.0,,239
1437,10706443,384.0,,229
1438,10649748,320.0,,469
1439,10703166,224.0,,289
1440,10703564,416.0,,229
1441,10701014,320.0,,249
1442,10701015,320.0,,239
1443,10701075,416.0,,289
1444,10656720,112.0,,1179
1445,10538127,464.0,3239.0,3239
1446,10656709,1230.0,,1649
1447,10656706,984.0,,1559
1448,10653308,576.0,,309
1449,10653633,640.0,,579
1450,10650994,864.0,,1139
1451,10651152,320.0,,769
1452,10650501,736.0,,629
1453,10646933,384.0,,189
1454,10645460,320.0,,539
1455,10610252,416.0,,609
1456,10642673,416.0,,399
1457,10642688,256.0,,299
1458,10641400,448.0,,579
1459,10638249,640.0,,769
1460,10638839,1472.0,,579
1461,10637027,416.0,,549
1462,10636299,608.0,,549
1463,10634501,416.0,,329
1464,10635105,864.0,,829
1465,10634507,640.0,,299
1466,10631613,1168.0,,1759
1467,10633919,320.0,,559
1468,10633758,448.0,,249
1469,10629127,416.0,,289
1470,10625584,320.0,,589
1471,10622361,288.0,,239
1472,10617409,224.0,,319
1473,10620636,352.0,,559
1474,10610262,320.0,,409
1475,10618468,512.0,,559
1476,10615690,224.0,,189
1477,10614747,951.0,,1699
1478,10611856,256.0,,229
1479,10611201,448.0,2069.0,2069
1480,10605050,448.0,,299
1481,10604678,383.0,,269
1482,10603774,352.0,,269
1483,10602840,320.0,,329
1484,10596828,768.0,,349
1485,10593741,112.0,,939
1486,10594773,495.0,,479
1487,10592330,256.0,,189
1488,10589528,320.0,,179
1489,10585698,448.0,,1719
1490,10463271,192.0,,719
1491,10579840,415.0,,429
1492,10581301,1325.0,,1359
1493,10480340,416.0,,1009
1494,10581014,592.0,,1469
1495,10580100,416.0,,269
1496,10579586,992.0,,1219
1497,10568267,328.0,,999
1498,10575957,2359.0,,869
1499,10574352,608.0,,289
1500,10574518,928.0,,1109
1501,10573328,413.0,,219
1502,10572624,1120.0,,1329
1503,10568268,431.0,,829
1504,10569585,286.0,,869
1505,10567124,127.0,,1319
1506,10569290,318.0,,249
1507,10402502,480.0,,359
1508,10565790,448.0,2129.0,2129
1509,10565573,960.0,,359
1510,10565333,736.0,,809
1511,10516942,1181.0,,1649
1512,10561413,640.0,,239
1513,10561077,541.0,,299
1514,10553432,480.0,,219
1515,10552357,640.0,,289
1516,10548602,919.0,2709.0,2709
1517,10547414,352.0,,249
1518,10546432,351.0,,259
1519,10539040,368.0,3159.0,3159
1520,10540985,480.0,,289
1521,10540515,224.0,,219
1522,10539869,352.0,,349
1523,10539815,480.0,,479
1524,10535148,256.0,,369
1525,10533505,512.0,2359.0,2359
1526,10533499,544.0,2329.0,2329
1527,10528783,479.0,,629
1528,10532484,256.0,,219
1529,10530959,511.0,,379
1530,10525257,704.0,,279
1531,10525259,512.0,,219
1532,10512843,448.0,,1179
1533,10510055,864.0,,1019
1534,10509206,384.0,,239
1535,10508383,527.0,,1629
1536,10506654,736.0,,339
1537,10496302,1120.0,,1399
1538,10491489,240.0,,169
1539,10490678,224.0,,579
1540,10489470,192.0,,299
1541,10486279,256.0,,1789
1542,10486281,256.0,2039.0,2039
1543,10488077,191.0,,319
1544,10488083,672.0,,239
1545,10483823,382.0,,189
1546,10478831,736.0,2319.0,2319
1547,10477816,1257.0,,1459
1548,10474752,800.0,,379
1549,10474757,256.0,,289
1550,10474745,384.0,,349
1551,10470515,1180.0,,1649
1552,10470499,224.0,,259
1553,10469277,352.0,,219
1554,10468815,894.0,,269
1555,10468100,352.0,,179
1556,10465197,320.0,,1789
1557,10465194,384.0,,1829
1558,10465196,384.0,,1909
1559,10463704,214.0,,589
1560,10455894,320.0,,349
1561,10453465,384.0,,159
1562,10452118,768.0,,289
1563,10451248,416.0,4219.0,4219
1564,10447635,414.0,,289
1565,10443793,319.0,3379.0,3379
1566,10443794,319.0,2879.0,2879
1567,10442116,318.0,,229
1568,10442037,827.0,,1859
1569,10439080,416.0,,249
1570,10438226,352.0,,199
1571,10433941,320.0,,229
1572,10433173,286.0,,319
1573,10430419,544.0,,359
1574,10430322,480.0,,229
1575,10425312,348.0,,239
1576,10423803,253.0,,389
1577,10420289,448.0,,269
1578,10418654,384.0,,219
1579,10418065,255.0,,159
1580,10365335,607.0,,319
1581,10411933,255.0,,549
1582,10404663,480.0,,409
1583,10391564,567.0,5339.0,5339
1584,10395845,544.0,,979
1585,10375640,832.0,,369
1586,10372218,415.0,,279
1587,10370092,272.0,,269
1588,10363716,350.0,,229
1589,10363825,478.0,,249
1590,10358516,288.0,,279
1591,10356374,445.0,,239
1592,10356060,960.0,,329
1593,10348939,256.0,,1529
1594,10347090,414.0,,259
1595,10340794,800.0,,279
1596,10341922,384.0,,429
1597,10326811,350.0,,199
1598,10323808,288.0,,249
1599,10323793,320.0,,329
1600,10323814,447.0,,259
1601,10323859,797.0,,329
1602,10321978,413.0,,179
1603,10314742,128.0,,769
1604,10314709,350.0,,239
1605,10309278,319.0,,279
1606,10302962,256.0,,319
1607,10295736,286.0,,259
1608,10286836,446.0,,179
1609,10285278,320.0,,229
1610,10277580,351.0,,319
1611,10263650,416.0,,259
1612,10261733,640.0,,269
1613,10257204,351.0,,229
1614,10250549,447.0,,439
1615,10239872,415.0,,369
1616,10239821,672.0,,409
1617,10237981,316.0,,209
1618,10233526,288.0,,179
1619,10231978,285.0,,229
1620,10231964,350.0,,239
1621,10227773,448.0,,249
1622,10227784,511.0,,369
1623,10220735,701.0,,609
1624,10215657,284.0,,229
1625,10217529,608.0,,239
1626,10214500,224.0,,219
1627,10198051,543.0,,299
1628,10201131,224.0,,319
1629,10200968,141.0,,809
1630,10189099,255.0,,369
1631,10158371,223.0,,179
1632,10177179,349.0,,199
1633,10159463,351.0,,299
1634,10122605,288.0,,189
1635,10957130,416.0,,239
