,book_id,page_count,price_online,price_offline
225,10858431,512.0,769.0,769
226,10858304,320.0,531.0,559
227,10855030,352.0,531.0,559
228,10852230,320.0,289.0,289
229,10852253,320.0,329.0,329
230,10851169,288.0,692.0,729
231,10851254,168.0,469.0,469
232,10850861,192.0,339.0,339
233,10849347,464.0,787.0,829
234,10843303,224.0,429.0,429
235,10842805,128.0,806.0,849
236,10843275,640.0,645.0,679
237,10838901,720.0,1101.0,1159
238,10839532,270.0,692.0,729
239,10834018,245.0,1082.0,1139
240,10832308,624.0,1224.0,1289
241,10828306,320.0,854.0,899
242,10828299,544.0,2105.0,2339
243,10826233,1024.0,379.0,379
244,10822419,397.0,949.0,999
245,10817238,224.0,483.0,509
246,10799468,144.0,389.0,389
247,10791889,640.0,3159.0,3949
248,10792351,608.0,711.0,749
249,10791061,480.0,289.0,289
250,10786751,128.0,209.0,209
251,10786048,768.0,289.0,289
252,10781526,256.0,626.0,659
253,10773080,352.0,239.0,239
254,10771259,320.0,825.0,869
255,10755879,256.0,825.0,869
256,10754294,224.0,229.0,229
257,10744688,320.0,239.0,239
258,10743149,352.0,521.0,549
259,10737414,624.0,719.0,719
260,10736770,352.0,249.0,249
261,10733521,224.0,419.0,419
262,10730633,384.0,349.0,349
263,10732298,334.0,531.0,559
264,10711203,288.0,239.0,239
265,10704280,416.0,2965.0,3489
266,10538131,416.0,2863.0,3369
267,10646879,432.0,977.0,1029
268,10647862,768.0,958.0,1009
269,10644892,400.0,588.0,619
270,10640633,320.0,419.0,419
271,10634524,160.0,259.0,259
272,10629729,400.0,319.0,319
273,10630857,192.0,189.0,189
274,10617186,944.0,1101.0,1159
275,10607740,416.0,873.0,919
276,10611844,400.0,309.0,309
277,10598617,512.0,369.0,369
278,10589399,832.0,439.0,439
279,10589247,400.0,683.0,719
280,10585111,320.0,3447.0,4309
281,10575187,384.0,219.0,219
282,10570120,416.0,229.0,229
283,10568252,256.0,219.0,219
284,10562087,448.0,1826.0,2029
285,10540533,896.0,379.0,379
286,10517912,668.0,920.0,969
287,10516422,383.0,339.0,339
288,10508338,288.0,289.0,289
289,10452156,735.0,299.0,299
290,10504749,272.0,588.0,619
291,10504340,767.0,319.0,319
292,10498849,352.0,329.0,329
293,10498853,352.0,389.0,389
294,10491654,352.0,626.0,659
295,10491488,413.0,259.0,259
296,10480597,448.0,259.0,259
297,10465199,320.0,1637.0,1819
298,10457918,320.0,1709.0,1899
299,10453470,480.0,835.0,879
300,10447636,384.0,229.0,229
301,10446336,320.0,259.0,259
302,10446423,478.0,199.0,199
303,10428199,256.0,531.0,559
304,10421690,288.0,597.0,629
305,10404227,448.0,229.0,229
306,10396366,350.0,219.0,219
307,10392618,256.0,550.0,579
308,10388022,320.0,209.0,209
309,10388020,797.0,329.0,329
310,10372549,608.0,269.0,269
311,10365332,224.0,319.0,319
312,10305074,255.0,409.0,409
313,10297272,416.0,359.0,359
314,10290641,319.0,249.0,249
315,10285565,160.0,469.0,469
316,10277600,350.0,339.0,339
317,10273580,255.0,219.0,219
318,10272302,637.0,319.0,319
319,10229644,479.0,369.0,369
320,10222079,382.0,259.0,259
321,10206956,223.0,209.0,209
322,10201047,800.0,429.0,429
323,10177076,288.0,239.0,239
324,10188442,221.0,169.0,169
325,10186930,863.0,349.0,349
326,10167295,351.0,239.0,239
327,10957076,704.0,1006.0,1059
328,10956880,576.0,626.0,659
329,10956879,576.0,329.0,329
330,10954753,896.0,1952.0,2169
331,10955216,352.0,550.0,579
332,10954757,264.0,569.0,599
333,10954756,256.0,550.0,579
334,10955985,720.0,1367.0,1519
335,10955128,416.0,259.0,259
336,10956844,384.0,279.0,279
337,10953742,768.0,863.0,909
338,10953741,496.0,711.0,749
339,10954755,576.0,1484.0,1649
340,10956469,304.0,709.0,709
341,10955821,768.0,1759.0,1759
342,10955279,496.0,616.0,649
343,10955091,224.0,359.0,359
344,10955630,320.0,319.0,319
345,10955177,352.0,349.0,349
346,10940178,160.0,1234.0,1299
347,10954584,496.0,709.0,709
348,10954354,320.0,429.0,429
349,10953733,384.0,659.0,659
350,10946270,256.0,249.0,249
351,10951126,832.0,1053.0,1109
352,10951142,576.0,1006.0,1059
353,10939286,113.0,778.0,819
354,10950543,688.0,2285.0,2689
355,10952190,216.0,835.0,879
356,10952195,478.0,1367.0,1439
357,10951019,364.0,702.0,739
358,10949935,320.0,239.0,239
359,10950161,384.0,459.0,459
360,10950146,224.0,349.0,349
361,10950147,512.0,539.0,539
362,10950409,416.0,519.0,519
363,10950137,288.0,219.0,219
364,10950092,384.0,550.0,579
365,10950152,544.0,539.0,539
366,10950568,416.0,349.0,349
367,10948166,512.0,389.0,389
368,10947585,384.0,489.0,489
369,10950097,288.0,531.0,559
370,10947818,320.0,569.0,569
371,10949807,208.0,597.0,629
372,10949558,384.0,229.0,229
373,10949124,448.0,721.0,759
374,10921498,448.0,721.0,759
375,10949093,592.0,721.0,759
376,10949092,592.0,721.0,759
377,10949112,384.0,721.0,759
378,10938568,640.0,709.0,709
379,10949108,320.0,721.0,759
380,10949104,368.0,721.0,759
381,10949103,576.0,721.0,759
382,10949106,320.0,721.0,759
383,10949110,512.0,721.0,759
384,10949021,528.0,1025.0,1079
385,10948714,480.0,299.0,299
386,10949357,416.0,692.0,729
387,10949359,512.0,479.0,479
388,10949363,288.0,249.0,249
389,10947577,288.0,349.0,349
390,10949374,448.0,289.0,289
391,10947874,256.0,616.0,649
392,10949076,416.0,279.0,279
393,10946271,256.0,289.0,289
394,10947789,288.0,229.0,229
395,10948349,704.0,958.0,1009
396,10942398,480.0,459.0,459
397,10947241,640.0,659.0,659
398,10947533,464.0,721.0,759
399,10943422,800.0,639.0,639
400,10947532,480.0,901.0,949
401,10947781,448.0,479.0,479
402,10947816,480.0,1069.0,1069
403,10943215,128.0,806.0,849
404,10946751,320.0,589.0,589
405,10945876,288.0,229.0,229
406,10946080,352.0,229.0,229
407,10943815,384.0,309.0,309
408,10942368,320.0,229.0,229
409,10942360,416.0,550.0,579
410,10944142,512.0,502.0,529
411,10943920,512.0,359.0,359
412,10943831,416.0,645.0,679
413,10944143,88.0,825.0,869
414,10944118,416.0,289.0,289
415,10942652,416.0,329.0,329
416,10943639,352.0,389.0,389
417,10943214,480.0,289.0,289
418,10942727,544.0,721.0,759
419,10943194,320.0,479.0,479
420,10942726,544.0,721.0,759
421,10943167,288.0,249.0,249
422,10943160,382.0,968.0,1019
423,10943051,992.0,839.0,839
424,10942276,336.0,711.0,749
425,10942275,512.0,749.0,789
426,10942274,352.0,711.0,749
427,10942273,336.0,711.0,749
428,10941862,160.0,229.0,229
429,10941873,256.0,289.0,289
430,10941866,384.0,239.0,239
431,10941865,320.0,239.0,239
432,10939887,512.0,659.0,659
433,10939559,608.0,778.0,819
434,10939608,352.0,249.0,249
435,10939821,192.0,483.0,509
436,10938123,640.0,835.0,879
437,10939841,384.0,550.0,579
438,10939826,544.0,479.0,479
439,10938122,336.0,1358.0,1509
440,10938597,672.0,339.0,339
441,10939817,352.0,531.0,559
442,10938655,272.0,169.0,169
443,10938662,384.0,169.0,169
444,10938656,320.0,169.0,169
445,10938659,400.0,169.0,169
446,10938658,320.0,169.0,169
447,10938660,288.0,169.0,169
448,10938653,320.0,169.0,169
449,10936015,128.0,2179.0,2179
450,10937373,608.0,359.0,359
451,10936958,432.0,673.0,709
452,10936835,448.0,409.0,409
453,10936834,256.0,259.0,259
454,10936018,928.0,1539.0,1539
455,10918536,480.0,299.0,299
456,10936091,320.0,489.0,489
457,10936625,608.0,939.0,989
458,10936069,640.0,639.0,639
459,10935926,192.0,569.0,599
460,10935927,320.0,673.0,709
461,10935929,256.0,559.0,589
462,10933430,384.0,692.0,729
463,10936808,224.0,229.0,229
464,10936562,422.0,949.0,999
465,10936569,444.0,949.0,999
466,10936567,744.0,1072.0,1129
467,10936568,184.0,825.0,869
468,10936686,688.0,958.0,1009
469,10936337,384.0,159.0,159
470,10936322,480.0,730.0,769
471,10936427,672.0,259.0,259
472,10936397,640.0,339.0,339
473,10936596,512.0,1394.0,1549
474,10936434,288.0,519.0,519
475,10934622,478.0,730.0,769
476,10935040,384.0,489.0,489
477,10934573,576.0,768.0,809
478,10934351,608.0,609.0,609
479,10934646,576.0,645.0,679
480,10934634,1440.0,1655.0,1839
481,10934273,32.0,99.0,99
482,10934381,672.0,939.0,989
483,10934077,544.0,479.0,479
484,10932940,560.0,949.0,999
485,10932943,560.0,949.0,999
486,10933342,288.0,339.0,339
487,10933341,288.0,269.0,269
488,10933815,576.0,1649.0,1649
489,10933293,288.0,379.0,379
490,10932921,432.0,779.0,779
491,10929522,640.0,589.0,589
492,10932089,640.0,429.0,429
493,10932088,640.0,329.0,329
494,10932129,320.0,299.0,299
495,10932150,832.0,369.0,369
496,10928445,520.0,2302.0,2709
497,10930462,144.0,449.0,449
498,10930738,224.0,429.0,429
499,10931586,1184.0,429.0,429
500,10928938,320.0,459.0,459
501,10929007,544.0,409.0,409
502,10930567,288.0,249.0,249
503,10930502,576.0,479.0,479
504,10930492,352.0,329.0,329
505,10930483,352.0,339.0,339
506,10930598,480.0,279.0,279
507,10929483,288.0,299.0,299
508,10928935,240.0,1338.0,1409
509,10928919,480.0,299.0,299
510,10928975,448.0,550.0,579
511,10929510,480.0,709.0,709
512,10929497,288.0,299.0,299
513,10929046,640.0,329.0,329
514,10928504,640.0,709.0,709
515,10927181,384.0,519.0,519
516,10922666,320.0,249.0,249
517,10928415,880.0,1101.0,1159
518,10928416,640.0,863.0,909
519,10928418,416.0,229.0,229
520,10928095,288.0,299.0,299
521,10928090,288.0,339.0,339
522,10925762,704.0,359.0,359
523,10928089,288.0,259.0,259
524,10928318,288.0,589.0,589
525,10928120,448.0,654.0,689
526,10922675,192.0,219.0,219
527,10927438,672.0,319.0,319
528,10927165,1168.0,1583.0,1759
529,10927136,320.0,329.0,329
530,10925763,288.0,589.0,589
531,10922925,448.0,229.0,229
532,10922982,544.0,502.0,529
533,10917181,96.0,588.0,619
534,10921349,352.0,289.0,289
535,10921453,320.0,469.0,469
536,10921329,576.0,429.0,429
537,10920690,992.0,319.0,319
538,10920948,384.0,239.0,239
539,10920152,640.0,882.0,929
540,10918811,416.0,489.0,489
541,10920064,576.0,559.0,559
542,10919148,704.0,339.0,339
543,10920107,288.0,299.0,299
544,10919702,832.0,1053.0,1109
545,10919396,352.0,249.0,249
546,10918466,544.0,597.0,629
547,10917804,1162.0,2114.0,2349
548,10915830,960.0,349.0,349
549,10917084,672.0,1148.0,1209
550,10911142,384.0,739.0,739
551,10915839,288.0,559.0,559
552,10866674,704.0,349.0,349
553,10914932,480.0,1529.0,1699
554,10914269,688.0,721.0,759
555,10914273,416.0,439.0,439
556,10914204,512.0,329.0,329
557,10912833,512.0,759.0,829
558,10914118,224.0,199.0,179
559,10828630,448.0,1167.0,1229
560,10912955,928.0,873.0,919
561,10912133,544.0,721.0,759
562,10903425,592.0,721.0,759
563,10911303,224.0,319.0,319
564,10911073,224.0,702.0,739
565,10911399,640.0,409.0,409
566,10910873,384.0,319.0,319
567,10910999,222.0,616.0,649
568,10874616,448.0,1405.0,1479
569,10909777,768.0,739.0,739
570,10909080,320.0,329.0,329
571,10909079,288.0,289.0,289
572,10909069,704.0,339.0,339
573,10908648,448.0,269.0,269
574,10908620,384.0,389.0,389
575,10908610,512.0,359.0,359
576,10908140,288.0,389.0,389
577,10908146,544.0,319.0,319
578,10908022,448.0,289.0,289
579,10907052,268.0,759.0,799
580,10907444,352.0,349.0,349
581,10906761,608.0,597.0,629
582,10906627,480.0,249.0,249
583,10905888,1248.0,1549.0,1549
584,10905946,288.0,219.0,219
585,10905908,704.0,199.0,199
586,10905572,624.0,319.0,319
587,10905337,416.0,289.0,289
588,10905313,896.0,550.0,579
589,10904377,544.0,429.0,429
590,10904306,448.0,249.0,249
591,10904051,224.0,319.0,319
592,10902951,320.0,711.0,749
593,10902950,544.0,249.0,249
594,10902092,704.0,959.0,959
595,10902721,560.0,1249.0,1349
596,10902347,384.0,229.0,229
597,10901664,24.0,99.0,99
598,10901925,608.0,730.0,769
599,10900382,560.0,569.0,599
600,10897582,416.0,239.0,239
601,10897976,384.0,1592.0,1769
602,10897977,352.0,359.0,359
603,10897947,32.0,99.0,99
604,10897138,480.0,269.0,269
605,10897140,704.0,349.0,349
606,10896227,384.0,439.0,439
607,10893452,224.0,529.0,529
608,10895495,448.0,489.0,489
609,10894757,224.0,319.0,319
610,10894679,320.0,550.0,579
611,10894153,256.0,319.0,319
612,10893627,352.0,339.0,339
613,10893449,288.0,389.0,389
614,10893445,704.0,659.0,659
615,10893150,416.0,289.0,289
616,10892514,352.0,389.0,389
617,10889045,480.0,539.0,539
618,10891958,448.0,489.0,489
619,10891632,768.0,369.0,369
620,10892032,416.0,299.0,299
621,10891646,256.0,299.0,299
622,10891633,896.0,429.0,429
623,10891532,704.0,409.0,409
624,10892019,352.0,349.0,349
625,10886644,288.0,1196.0,1259
626,10888465,320.0,319.0,319
627,10888543,669.0,1253.0,1319
628,10888429,480.0,219.0,219
629,10888019,352.0,349.0,349
630,10887179,560.0,1367.0,1439
631,10887464,208.0,229.0,229
632,10887006,448.0,529.0,529
633,10886311,192.0,239.0,239
634,10886312,256.0,483.0,509
635,10886135,424.0,1489.0,1489
636,10881801,254.0,664.0,699
637,10886334,1051.0,2319.0,2729
638,10885475,320.0,309.0,309
639,10885462,352.0,319.0,319
640,10885494,416.0,319.0,319
641,10882254,544.0,299.0,299
642,10882767,416.0,229.0,229
643,10882766,448.0,239.0,239
644,10880682,352.0,299.0,299
645,10879325,672.0,2158.0,2539
646,10880686,448.0,389.0,389
647,10879336,576.0,1319.0,1389
648,10879835,832.0,1079.0,1079
649,10879285,544.0,349.0,349
650,10861193,384.0,664.0,699
651,10878287,352.0,269.0,269
652,10878769,544.0,379.0,379
653,10877052,896.0,1349.0,1349
654,10876710,992.0,1479.0,1479
655,10874062,512.0,616.0,649
656,10874472,672.0,809.0,809
657,10873137,320.0,319.0,319
658,10872988,480.0,778.0,819
659,10872175,736.0,1439.0,1599
660,10873088,320.0,459.0,459
661,10873040,288.0,329.0,329
662,10872505,576.0,309.0,309
663,10872209,320.0,289.0,289
664,10872032,320.0,239.0,239
665,10870997,320.0,289.0,289
666,10872020,544.0,419.0,419
667,10872177,368.0,1101.0,1159
668,10871097,320.0,319.0,319
669,10870480,320.0,329.0,329
670,10870785,544.0,778.0,819
671,10870323,416.0,892.0,939
672,10866144,80.0,1120.0,1179
673,10864064,380.0,1421.0,1579
674,10866185,464.0,1015.0,1069
675,10869026,416.0,229.0,229
676,10868279,616.0,1539.0,1539
677,10868317,224.0,289.0,289
678,10868314,384.0,379.0,379
679,10868330,528.0,930.0,979
680,10866964,352.0,219.0,219
681,10866798,576.0,409.0,409
682,10865828,384.0,259.0,259
683,10865829,448.0,319.0,319
684,10865875,384.0,279.0,279
685,10864071,973.0,1907.0,2119
686,10864066,279.0,1529.0,1699
687,10864072,1229.0,2294.0,2699
688,10864063,459.0,1395.0,1469
689,10865595,446.0,797.0,839
690,10865270,992.0,1006.0,1059
691,10863821,832.0,359.0,359
692,10863672,384.0,519.0,519
693,10863366,576.0,329.0,329
694,10862541,256.0,209.0,209
695,10862033,448.0,409.0,409
696,10862036,480.0,299.0,299
697,10861837,1088.0,1234.0,1299
698,10860986,350.0,692.0,729
699,10861995,352.0,319.0,319
700,10858713,312.0,1319.0,1389
701,10860811,736.0,299.0,299
702,10859972,224.0,249.0,249
703,10859546,368.0,429.0,429
704,10859550,272.0,429.0,429
705,10859759,384.0,269.0,269
706,10859519,448.0,529.0,529
707,10858418,544.0,719.0,719
708,10813535,208.0,2042.0,2269
709,10858636,384.0,429.0,429
710,10857048,318.0,578.0,609
711,10858342,608.0,711.0,749
712,10857056,416.0,229.0,229
713,10856980,320.0,439.0,439
714,10855007,320.0,502.0,529
715,10851200,272.0,389.0,389
716,10851576,448.0,1329.0,1399
717,10851606,448.0,249.0,249
718,10851616,512.0,249.0,249
719,10846464,512.0,579.0,579
720,10850121,832.0,429.0,429
721,10849821,352.0,459.0,459
722,10849289,1152.0,1063.0,1119
723,10847511,864.0,920.0,969
724,10846237,382.0,1034.0,1089
725,10846238,2176.0,4207.0,5259
726,10845114,352.0,229.0,229
727,10844978,432.0,930.0,979
728,10844977,416.0,1015.0,1069
729,10631746,,199.0,199
730,10844248,160.0,209.0,209
731,10842092,640.0,502.0,529
732,10843144,320.0,459.0,459
733,10836607,224.0,339.0,339
734,10842792,384.0,578.0,609
735,10842786,416.0,483.0,509
736,10842776,288.0,249.0,249
737,10837677,288.0,219.0,219
738,10840554,320.0,249.0,249
739,10839419,602.0,1601.0,1779
740,10838825,544.0,289.0,289
741,10838991,448.0,269.0,269
742,10838134,320.0,239.0,239
743,10837712,736.0,939.0,989
744,10837034,288.0,239.0,239
745,10837101,48.0,149.0,149
746,10836196,480.0,259.0,259
747,10836268,672.0,609.0,609
748,10836253,352.0,459.0,459
749,10836293,512.0,259.0,259
750,10834938,352.0,519.0,519
751,10834448,608.0,359.0,359
752,10834030,220.0,854.0,899
753,10833285,480.0,409.0,409
754,10833356,256.0,489.0,489
755,10830103,792.0,1385.0,1539
756,10832200,640.0,882.0,929
757,10832332,216.0,569.0,599
758,10832371,384.0,499.0,499
759,10831468,416.0,259.0,259
760,10830833,496.0,1072.0,1129
761,10831143,384.0,968.0,1019
762,10828307,224.0,702.0,739
763,10828305,368.0,787.0,829
764,10829367,160.0,219.0,219
765,10828406,544.0,711.0,749
766,10828396,352.0,550.0,579
767,10827405,352.0,469.0,469
768,10827413,576.0,339.0,339
769,10815526,256.0,219.0,219
770,10827053,448.0,740.0,779
771,10827054,576.0,740.0,779
772,10826797,544.0,389.0,389
773,10827340,222.0,673.0,709
774,10827339,301.0,673.0,709
775,10823611,160.0,289.0,289
776,10823594,640.0,269.0,269
777,10822472,288.0,499.0,499
778,10822069,576.0,409.0,409
779,10822454,416.0,711.0,749
780,10821115,288.0,219.0,219
781,10822420,254.0,673.0,709
782,10820997,320.0,439.0,439
783,10814569,320.0,550.0,579
784,10812233,320.0,759.0,799
785,10809503,905.0,1799.0,1999
786,10809077,448.0,289.0,289
787,10801100,768.0,797.0,839
788,10798307,448.0,289.0,289
789,10796726,640.0,719.0,719
790,10795081,464.0,1139.0,1199
791,10795053,400.0,1637.0,1819
792,10795054,384.0,1637.0,1819
793,10795097,448.0,269.0,269
794,10794851,544.0,339.0,339
795,10794554,416.0,359.0,359
796,10793465,352.0,259.0,259
797,10792687,160.0,289.0,289
798,10788725,512.0,289.0,289
799,10790552,544.0,719.0,719
800,10788749,480.0,329.0,329
801,10790024,512.0,459.0,459
802,10790089,160.0,219.0,219
803,10789818,448.0,229.0,229
804,10790084,96.0,189.0,189
805,10790086,118.0,209.0,209
806,10788680,1056.0,1082.0,1139
807,10784004,352.0,219.0,219
808,10783548,432.0,787.0,829
809,10786633,288.0,269.0,269
810,10786373,992.0,339.0,339
811,10785102,512.0,683.0,719
812,10783642,128.0,259.0,259
813,10783608,704.0,778.0,819
814,10783579,288.0,229.0,229
815,10783120,448.0,319.0,319
816,10778781,768.0,349.0,349
817,10778540,224.0,483.0,509
818,10774984,864.0,1101.0,1159
819,10774231,544.0,977.0,1029
820,10774217,268.0,635.0,669
821,10774014,448.0,329.0,329
822,10773219,320.0,469.0,469
823,10773106,448.0,259.0,259
824,10771374,1248.0,2566.0,3019
825,10766158,1275.0,1547.0,1719
826,10769929,416.0,269.0,269
827,10768899,448.0,249.0,249
828,10767670,624.0,419.0,419
829,10767169,528.0,806.0,849
830,10767752,224.0,189.0,189
831,10760676,640.0,730.0,769
832,10756164,432.0,259.0,259
833,10756499,640.0,329.0,329
834,10755880,384.0,1034.0,1089
835,10754529,320.0,339.0,339
836,10754838,320.0,219.0,219
837,10754518,448.0,299.0,299
838,10753786,928.0,319.0,319
839,10753690,384.0,359.0,359
840,10753689,384.0,379.0,379
841,10753761,832.0,939.0,989
842,10752586,448.0,597.0,629
843,10752064,352.0,429.0,429
844,10749018,480.0,409.0,409
845,10749164,320.0,249.0,249
846,10747653,1072.0,359.0,359
847,10743935,160.0,1262.0,1329
848,10745022,576.0,269.0,269
849,10742160,416.0,499.0,499
850,10740662,1024.0,459.0,459
851,10740292,224.0,626.0,659
852,10739420,384.0,229.0,229
853,10738679,320.0,239.0,239
854,10737638,480.0,239.0,239
855,10737626,320.0,239.0,239
856,10734743,416.0,249.0,249
